Team,Giocatore,Ruolo,Squadra,Tier,Weight,ScoreAuto,PrezzoAttuale,ForzaGiocatore,Source
Leonte FC,Djimsiti,D,Atalanta,low,0.435,0.435,5.0,43.50,tier
Leonte FC,Ndour,C,Fiorentina,low,0.400,0.400,6.0,40.00,tier
Leonte FC,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
Leonte FC,Stulic,A,Lecce,low,0.376,0.376,8.0,37.60,tier
Leonte FC,Estevez,C,Parma,low,0.344,0.344,5.0,34.40,tier
Leonte FC,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
Leonte FC,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
Leonte FC,Vranckx,C,Sassuolo,low,0.245,0.245,3.0,24.50,tier
Leonte FC,Coulibaly W.,D,Sassuolo,low,0.179,0.179,1.0,17.90,tier
Leonte FC,Hojholt,C,Pisa,low,0.152,0.152,2.0,15.20,tier
Leonte FC,Nava,P,Cremonese,low,0.125,0.125,1.0,12.50,tier
Scarzooka,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Scarzooka,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Scarzooka,Calhanoglu,C,Inter,top,0.960,0.939,28.0,94.42,tier
Scarzooka,Douvikas,A,Como,top,0.830,0.830,21.0,83.00,tier
Scarzooka,Isaksen,C,Lazio,starter,0.655,0.655,14.0,65.50,tier
Scarzooka,Kean,A,Fiorentina,starter,0.649,0.649,18.0,64.90,tier
Scarzooka,Zalewski,C,Atalanta,starter,0.648,0.648,15.0,64.80,tier
Scarzooka,Da Cunha,C,Como,starter,0.611,0.611,11.0,61.10,tier
Scarzooka,Vojvoda,D,Como,starter,0.611,0.611,12.0,61.10,tier
Scarzooka,Di Gregorio,P,Juventus,starter,0.605,0.605,16.0,60.50,tier
Scarzooka,Akanji,D,Inter,scommessa,0.577,0.577,11.0,57.70,tier
Scarzooka,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
Scarzooka,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
Scarzooka,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
Scarzooka,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
Scarzooka,Lazaro,D,Torino,low,0.441,0.441,7.0,44.10,tier
Scarzooka,Adopo,C,Cagliari,low,0.414,0.414,6.0,41.40,tier
Scarzooka,Njie,A,Torino,low,0.323,0.323,6.0,32.30,tier
Scarzooka,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
Scarzooka,Joao Mario,D,Juventus,low,0.211,0.211,2.0,21.10,tier
Scarzooka,Hojholt,C,Pisa,low,0.152,0.152,2.0,15.20,tier
Scarzooka,Pinsoglio,P,Juventus,low,0.125,0.125,1.0,12.50,tier
Scarzooka,Liteta,C,Cagliari,low,0.065,0.065,1.0,6.50,tier
MARCIO TEAM,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
MARCIO TEAM,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
MARCIO TEAM,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
MARCIO TEAM,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
MARCIO TEAM,Orsolini,C,Bologna,top,0.950,0.820,24.0,85.25,tier
MARCIO TEAM,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
MARCIO TEAM,Palestra,D,Cagliari,semitop,0.736,0.736,15.0,73.60,tier
MARCIO TEAM,Di Gregorio,P,Juventus,starter,0.605,0.605,16.0,60.50,tier
MARCIO TEAM,Gosens,D,Fiorentina,starter,0.583,0.583,10.0,58.30,tier
MARCIO TEAM,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
MARCIO TEAM,Hermoso,D,Roma,scommessa,0.561,0.561,10.0,56.10,tier
MARCIO TEAM,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
MARCIO TEAM,Muharemovic,D,Sassuolo,scommessa,0.509,0.509,7.0,50.90,tier
MARCIO TEAM,El Shaarawy,C,Roma,low,0.408,0.408,8.0,40.80,tier
MARCIO TEAM,Ndour,C,Fiorentina,low,0.400,0.400,6.0,40.00,tier
MARCIO TEAM,Obert,D,Cagliari,low,0.383,0.383,5.0,38.30,tier
MARCIO TEAM,Solomon,A,Fiorentina,low,0.331,0.331,7.0,33.10,tier
MARCIO TEAM,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
MARCIO TEAM,Casale,D,Bologna,low,0.236,0.236,2.0,23.60,tier
MARCIO TEAM,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
MARCIO TEAM,Ilkhan,C,Torino,low,0.200,0.200,2.0,20.00,tier
MARCIO TEAM,Moro L.,A,Sassuolo,low,0.179,0.179,1.0,17.90,tier
MARCIO TEAM,Mandas *,P,Lazio,low,0.000,0.000,1.0,1.50,fallback_price
LE 4 M,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
LE 4 M,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
LE 4 M,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
LE 4 M,Zielinski,C,Inter,top,0.838,0.838,19.0,83.80,tier
LE 4 M,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
LE 4 M,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
LE 4 M,Palestra,D,Cagliari,semitop,0.736,0.736,15.0,73.60,tier
LE 4 M,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
LE 4 M,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
LE 4 M,Kean,A,Fiorentina,starter,0.649,0.649,18.0,64.90,tier
LE 4 M,Di Gregorio,P,Juventus,starter,0.605,0.605,16.0,60.50,tier
LE 4 M,Solet,D,Udinese,starter,0.580,0.580,11.0,58.00,tier
LE 4 M,Dumfries,D,Inter,scommessa,0.552,0.552,10.0,55.20,tier
LE 4 M,Delprato,D,Parma,scommessa,0.528,0.528,9.0,52.80,tier
LE 4 M,Ndour,C,Fiorentina,low,0.400,0.400,6.0,40.00,tier
LE 4 M,Prati,C,Cagliari,low,0.388,0.388,6.0,38.80,tier
LE 4 M,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
LE 4 M,Morata,A,Como,low,0.269,0.269,4.0,26.90,tier
LE 4 M,Joao Mario,D,Juventus,low,0.211,0.211,2.0,21.10,tier
LE 4 M,Sportiello,P,Atalanta,low,0.125,0.125,1.0,12.50,tier
LE 4 M,Okereke,A,Cremonese,low,0.071,0.071,1.0,7.10,tier
LE 4 M,Dossena,D,Cagliari,low,0.070,0.070,1.0,7.00,tier
LE 4 M,Marchwinski,C,Lecce,low,0.061,0.061,1.0,6.10,tier
ProPro Proibito,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
ProPro Proibito,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
ProPro Proibito,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
ProPro Proibito,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
ProPro Proibito,Kilicsoy,A,Cagliari,starter,0.704,0.704,12.0,70.40,tier
ProPro Proibito,Vardy,A,Cremonese,starter,0.667,0.667,20.0,66.70,tier
ProPro Proibito,Zalewski,C,Atalanta,starter,0.648,0.648,15.0,64.80,tier
ProPro Proibito,Rrahmani,D,Napoli,starter,0.632,0.632,13.0,63.20,tier
ProPro Proibito,Thuram K.,C,Juventus,starter,0.605,0.605,13.0,60.50,tier
ProPro Proibito,Sommer,P,Inter,scommessa,0.572,0.572,14.0,57.20,tier
ProPro Proibito,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
ProPro Proibito,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
ProPro Proibito,Luperto,D,Cagliari,scommessa,0.531,0.531,9.0,53.10,tier
ProPro Proibito,Cristante,C,Roma,scommessa,0.522,0.522,12.0,52.20,tier
ProPro Proibito,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
ProPro Proibito,Meister,A,Pisa,low,0.405,0.405,8.0,40.50,tier
ProPro Proibito,Bradaric,D,Verona,low,0.384,0.384,6.0,38.40,tier
ProPro Proibito,Pezzella Giu.,D,Cremonese,low,0.357,0.357,4.0,35.70,tier
ProPro Proibito,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
ProPro Proibito,Joao Mario,D,Juventus,low,0.211,0.211,2.0,21.10,tier
ProPro Proibito,Hojholt,C,Pisa,low,0.152,0.152,2.0,15.20,tier
ProPro Proibito,Martinez Jo.,P,Inter,low,0.145,0.145,1.0,14.50,tier
ProPro Proibito,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
FC Buttarighe,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
FC Buttarighe,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
FC Buttarighe,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
FC Buttarighe,Zielinski,C,Inter,top,0.838,0.838,19.0,83.80,tier
FC Buttarighe,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
FC Buttarighe,Esposito F.P.,A,Inter,semitop,0.725,0.725,18.0,72.50,tier
FC Buttarighe,Modric,C,Milan,semitop,0.723,0.723,19.0,72.30,tier
FC Buttarighe,Zalewski,C,Atalanta,starter,0.648,0.648,15.0,64.80,tier
FC Buttarighe,Kalulu,D,Juventus,starter,0.639,0.639,12.0,63.90,tier
FC Buttarighe,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
FC Buttarighe,De Gea,P,Fiorentina,scommessa,0.534,0.534,11.0,53.40,tier
FC Buttarighe,Delprato,D,Parma,scommessa,0.528,0.528,9.0,52.80,tier
FC Buttarighe,Mina,D,Cagliari,scommessa,0.516,0.516,8.0,51.60,tier
FC Buttarighe,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
FC Buttarighe,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
FC Buttarighe,Rodriguez Je.,A,Como,scommessa,0.468,0.468,12.0,46.80,tier
FC Buttarighe,El Shaarawy,C,Roma,low,0.408,0.408,8.0,40.80,tier
FC Buttarighe,Van Der Brempt,D,Como,low,0.214,0.214,3.0,21.40,tier
FC Buttarighe,Coppola F.,D,Pisa,low,0.164,0.164,2.0,16.40,tier
FC Buttarighe,Hojholt,C,Pisa,low,0.152,0.152,2.0,15.20,tier
FC Buttarighe,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
FC Buttarighe,Lezzerini,P,Fiorentina,low,0.125,0.125,1.0,12.50,tier
FC Buttarighe,Boga,A,Juv,low,0.000,0.000,6.0,9.00,fallback_price
FC Spiaze,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
FC Spiaze,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
FC Spiaze,Dimarco,D,Inter,top,0.980,0.914,29.0,93.05,tier
FC Spiaze,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
FC Spiaze,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
FC Spiaze,Palestra,D,Cagliari,semitop,0.736,0.736,15.0,73.60,tier
FC Spiaze,De Ketelaere,A,Atalanta,semitop,0.870,0.652,17.0,70.65,tier
FC Spiaze,Di Gregorio,P,Juventus,starter,0.605,0.605,16.0,60.50,tier
FC Spiaze,Ricci S.,C,Milan,starter,0.583,0.583,13.0,58.30,tier
FC Spiaze,Leris,C,Pisa,scommessa,0.525,0.525,12.0,52.50,tier
FC Spiaze,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
FC Spiaze,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
FC Spiaze,Rodriguez Je.,A,Como,scommessa,0.468,0.468,12.0,46.80,tier
FC Spiaze,Beukema,D,Napoli,scommessa,0.464,0.464,7.0,46.40,tier
FC Spiaze,Bernede,C,Verona,scommessa,0.452,0.452,9.0,45.20,tier
FC Spiaze,Pellegrini Lu.,D,Lazio,low,0.378,0.378,5.0,37.80,tier
FC Spiaze,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
FC Spiaze,Iannoni,C,Sassuolo,low,0.301,0.301,5.0,30.10,tier
FC Spiaze,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
FC Spiaze,Joao Mario,D,Juventus,low,0.211,0.211,2.0,21.10,tier
FC Spiaze,Diouf,C,Inter,low,0.167,0.167,2.0,16.70,tier
FC Spiaze,Pavoletti,A,Cagliari,low,0.137,0.137,1.0,13.70,tier
FC Spiaze,Siegrist,P,Genoa,low,0.125,0.125,1.0,12.50,tier
Collocolo Team,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Collocolo Team,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Collocolo Team,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
Collocolo Team,Baturina,C,Como,top,0.950,0.847,14.0,87.27,tier
Collocolo Team,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
Collocolo Team,Gudmundsson A.,C,Fiorentina,starter,0.714,0.714,17.0,71.40,tier
Collocolo Team,Pellegrino M.,A,Parma,starter,0.704,0.704,21.0,70.40,tier
Collocolo Team,Kean,A,Fiorentina,starter,0.649,0.649,18.0,64.90,tier
Collocolo Team,Rrahmani,D,Napoli,starter,0.632,0.632,13.0,63.20,tier
Collocolo Team,Belghali,D,Verona,starter,0.629,0.629,11.0,62.90,tier
Collocolo Team,Basic,C,Lazio,starter,0.590,0.590,14.0,59.00,tier
Collocolo Team,Sommer,P,Inter,scommessa,0.572,0.572,14.0,57.20,tier
Collocolo Team,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
Collocolo Team,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
Collocolo Team,N'Dicka,D,Roma,scommessa,0.456,0.456,7.0,45.60,tier
Collocolo Team,Doig,D,Sassuolo,low,0.429,0.429,6.0,42.90,tier
Collocolo Team,Pierotti,C,Lecce,low,0.384,0.384,6.0,38.40,tier
Collocolo Team,Joao Mario,D,Juventus,low,0.211,0.211,2.0,21.10,tier
Collocolo Team,Martinez Jo.,P,Inter,low,0.145,0.145,1.0,14.50,tier
Collocolo Team,Pavoletti,A,Cagliari,low,0.137,0.137,1.0,13.70,tier
Collocolo Team,Gollini,P,Roma,low,0.125,0.125,1.0,12.50,tier
Collocolo Team,Marchwinski,C,Lecce,low,0.061,0.061,1.0,6.10,tier
Collocolo Team,Suslov,C,Verona,low,0.061,0.061,1.0,6.10,tier
SILVEDO,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
SILVEDO,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
SILVEDO,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
SILVEDO,Orsolini,C,Bologna,top,0.950,0.820,24.0,85.25,tier
SILVEDO,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
SILVEDO,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
SILVEDO,Palestra,D,Cagliari,semitop,0.736,0.736,15.0,73.60,tier
SILVEDO,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
SILVEDO,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
SILVEDO,Vasquez,D,Genoa,scommessa,0.554,0.554,10.0,55.40,tier
SILVEDO,Idrissi R.,D,Cagliari,scommessa,0.546,0.546,8.0,54.60,tier
SILVEDO,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
SILVEDO,Folorunsho,C,Cagliari,low,0.437,0.437,8.0,43.70,tier
SILVEDO,Djimsiti,D,Atalanta,low,0.435,0.435,5.0,43.50,tier
SILVEDO,Ndour,C,Fiorentina,low,0.400,0.400,6.0,40.00,tier
SILVEDO,Zapata D.,A,Torino,low,0.348,0.348,7.0,34.80,tier
SILVEDO,Grassi,C,Cremonese,low,0.344,0.344,5.0,34.40,tier
SILVEDO,Pisilli,C,Roma,low,0.329,0.329,6.0,32.90,tier
SILVEDO,Koopmeiners,C,Juventus,low,0.299,0.299,5.0,29.90,tier
SILVEDO,Silvestri,P,Cremonese,low,0.283,0.283,1.0,28.30,tier
SILVEDO,Biraghi,D,Torino,low,0.258,0.258,3.0,25.80,tier
SILVEDO,Lukaku,A,Napoli,low,0.151,0.151,15.0,15.10,tier
SILVEDO,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
OnlyFans,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
OnlyFans,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
OnlyFans,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
OnlyFans,Thuram,A,Inter,top,0.889,0.889,29.0,88.90,tier
OnlyFans,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
OnlyFans,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
OnlyFans,Palestra,D,Cagliari,semitop,0.736,0.736,15.0,73.60,tier
OnlyFans,Carnesecchi,P,Atalanta,top,0.920,0.661,17.0,72.58,tier
OnlyFans,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
OnlyFans,Thuram K.,C,Juventus,starter,0.605,0.605,13.0,60.50,tier
OnlyFans,Gosens,D,Fiorentina,starter,0.583,0.583,10.0,58.30,tier
OnlyFans,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
OnlyFans,Mina,D,Cagliari,scommessa,0.516,0.516,8.0,51.60,tier
OnlyFans,Tourè I.,C,Pisa,scommessa,0.475,0.475,10.0,47.50,tier
OnlyFans,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
OnlyFans,Adopo,C,Cagliari,low,0.414,0.414,6.0,41.40,tier
OnlyFans,Ilkhan,C,Torino,low,0.200,0.200,2.0,20.00,tier
OnlyFans,Ebosse,D,Verona,low,0.183,0.183,2.0,18.30,tier
OnlyFans,Diouf,C,Inter,low,0.167,0.167,2.0,16.70,tier
OnlyFans,Lukaku,A,Napoli,low,0.151,0.151,15.0,15.10,tier
OnlyFans,Rossi F.,P,Atalanta,low,0.125,0.125,1.0,12.50,tier
OnlyFans,Sportiello,P,Atalanta,low,0.125,0.125,1.0,12.50,tier
OnlyFans,Kouamè,A,Fiorentina,low,0.069,0.069,1.0,6.90,tier
Sisal Palace,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Sisal Palace,Thuram,A,Inter,top,0.889,0.889,29.0,88.90,tier
Sisal Palace,Scamacca,A,Atalanta,semitop,0.840,0.847,22.0,84.52,tier
Sisal Palace,Douvikas,A,Como,top,0.830,0.830,21.0,83.00,tier
Sisal Palace,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
Sisal Palace,Svilar,P,Roma,top,0.930,0.655,19.0,72.38,tier
Sisal Palace,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
Sisal Palace,Barella,C,Inter,starter,0.643,0.643,17.0,64.30,tier
Sisal Palace,Thuram K.,C,Juventus,starter,0.605,0.605,13.0,60.50,tier
Sisal Palace,Akanji,D,Inter,scommessa,0.577,0.577,11.0,57.70,tier
Sisal Palace,Cambiaso,D,Juventus,scommessa,0.557,0.557,10.0,55.70,tier
Sisal Palace,Tomori,D,Milan,scommessa,0.500,0.500,7.0,50.00,tier
Sisal Palace,Kristensen T.,D,Udinese,scommessa,0.451,0.451,7.0,45.10,tier
Sisal Palace,Adopo,C,Cagliari,low,0.414,0.414,6.0,41.40,tier
Sisal Palace,Dallinga,A,Bologna,low,0.401,0.401,8.0,40.10,tier
Sisal Palace,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
Sisal Palace,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
Sisal Palace,Olivera,D,Napoli,low,0.304,0.304,3.0,30.40,tier
Sisal Palace,Iannoni,C,Sassuolo,low,0.301,0.301,5.0,30.10,tier
Sisal Palace,Estupinan,D,Milan,low,0.279,0.279,3.0,27.90,tier
Sisal Palace,Akpa Akpro,C,Verona,low,0.207,0.207,2.0,20.70,tier
Sisal Palace,Gollini,P,Roma,low,0.125,0.125,1.0,12.50,tier
Sisal Palace,Vasquez D.,P,Roma,low,0.125,0.125,1.0,12.50,tier
BinuSpuntu,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
BinuSpuntu,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
BinuSpuntu,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
BinuSpuntu,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
BinuSpuntu,Atta,C,Udinese,semitop,0.747,0.747,16.0,74.70,tier
BinuSpuntu,Saelemaekers,C,Milan,semitop,0.840,0.699,19.0,73.42,tier
BinuSpuntu,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
BinuSpuntu,Belghali,D,Verona,starter,0.629,0.629,11.0,62.90,tier
BinuSpuntu,Caprile,P,Cagliari,semitop,0.830,0.559,12.0,62.68,tier
BinuSpuntu,Da Cunha,C,Como,starter,0.611,0.611,11.0,61.10,tier
BinuSpuntu,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
BinuSpuntu,Sommer,P,Inter,scommessa,0.572,0.572,14.0,57.20,tier
BinuSpuntu,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
BinuSpuntu,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
BinuSpuntu,Akinsanmiro,C,Pisa,low,0.386,0.386,7.0,38.60,tier
BinuSpuntu,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
BinuSpuntu,Pongracic,D,Fiorentina,low,0.351,0.351,5.0,35.10,tier
BinuSpuntu,Solomon,A,Fiorentina,low,0.331,0.331,7.0,33.10,tier
BinuSpuntu,Van Der Brempt,D,Como,low,0.214,0.214,3.0,21.40,tier
BinuSpuntu,Rugani,D,Juventus,low,0.203,0.203,2.0,20.30,tier
BinuSpuntu,Hojholt,C,Pisa,low,0.152,0.152,2.0,15.20,tier
BinuSpuntu,Martinez Jo.,P,Inter,low,0.145,0.145,1.0,14.50,tier
BinuSpuntu,Albarracin,A,Cag,low,0.067,0.067,1.0,6.70,tier
Temptation Haaland,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Temptation Haaland,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Temptation Haaland,Dimarco,D,Inter,top,0.980,0.914,29.0,93.05,tier
Temptation Haaland,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Temptation Haaland,Baturina,C,Como,top,0.950,0.847,14.0,87.27,tier
Temptation Haaland,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
Temptation Haaland,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
Temptation Haaland,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
Temptation Haaland,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
Temptation Haaland,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
Temptation Haaland,Barbieri,D,Cremonese,scommessa,0.522,0.522,9.0,52.20,tier
Temptation Haaland,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
Temptation Haaland,Lazaro,D,Torino,low,0.441,0.441,7.0,44.10,tier
Temptation Haaland,Walukiewicz,D,Sassuolo,low,0.433,0.433,6.0,43.30,tier
Temptation Haaland,Frese,D,Verona,low,0.430,0.430,6.0,43.00,tier
Temptation Haaland,Ndour,C,Fiorentina,low,0.400,0.400,6.0,40.00,tier
Temptation Haaland,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
Temptation Haaland,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
Temptation Haaland,Moro L.,A,Sassuolo,low,0.179,0.179,1.0,17.90,tier
Temptation Haaland,Sala A.,C,Lecce,low,0.158,0.158,1.0,15.80,tier
Temptation Haaland,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
Temptation Haaland,Pavoletti,A,Cagliari,low,0.137,0.137,1.0,13.70,tier
Temptation Haaland,Turati,P,Sassuolo,low,0.116,0.116,1.0,11.60,tier
Real Mellandro,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Real Mellandro,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Real Mellandro,Yildiz,A,Juventus,top,0.919,0.919,30.0,91.90,tier
Real Mellandro,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
Real Mellandro,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Real Mellandro,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
Real Mellandro,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
Real Mellandro,Zaccagni,C,Lazio,starter,0.588,0.588,14.0,58.80,tier
Real Mellandro,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
Real Mellandro,Barbieri,D,Cremonese,scommessa,0.522,0.522,9.0,52.20,tier
Real Mellandro,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
Real Mellandro,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
Real Mellandro,Marcandalli,D,Genoa,scommessa,0.463,0.463,6.0,46.30,tier
Real Mellandro,Meister,A,Pisa,low,0.405,0.405,8.0,40.50,tier
Real Mellandro,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
Real Mellandro,Aebischer,C,Pisa,low,0.354,0.354,5.0,35.40,tier
Real Mellandro,Smolcic I.,D,Como,low,0.347,0.347,3.0,34.70,tier
Real Mellandro,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
Real Mellandro,Akpa Akpro,C,Verona,low,0.207,0.207,2.0,20.70,tier
Real Mellandro,Rugani,D,Juventus,low,0.203,0.203,2.0,20.30,tier
Real Mellandro,Ilkhan,C,Torino,low,0.200,0.200,2.0,20.00,tier
Real Mellandro,Martinez Jo.,P,Inter,low,0.145,0.145,1.0,14.50,tier
Real Mellandro,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
kalashnikov,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
kalashnikov,Scamacca,A,Atalanta,semitop,0.840,0.847,22.0,84.52,tier
kalashnikov,Douvikas,A,Como,top,0.830,0.830,21.0,83.00,tier
kalashnikov,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
kalashnikov,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
kalashnikov,Pavlovic,D,Milan,semitop,0.820,0.684,15.0,71.80,tier
kalashnikov,Gudmundsson A.,C,Fiorentina,starter,0.714,0.714,17.0,71.40,tier
kalashnikov,Kean,A,Fiorentina,starter,0.649,0.649,18.0,64.90,tier
kalashnikov,Rrahmani,D,Napoli,starter,0.632,0.632,13.0,63.20,tier
kalashnikov,Cambiaso,D,Juventus,scommessa,0.557,0.557,10.0,55.70,tier
kalashnikov,Dumfries,D,Inter,scommessa,0.552,0.552,10.0,55.20,tier
kalashnikov,Mina,D,Cagliari,scommessa,0.516,0.516,8.0,51.60,tier
kalashnikov,Ravaglia F.,P,Bologna,scommessa,0.509,0.509,12.0,50.90,tier
kalashnikov,Skorupski,P,Bologna,scommessa,0.476,0.476,10.0,47.60,tier
